CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
SanLucar Company,http://www.sanlucar.com,https://www.linkedin.com/in/ACwAABGcyp0BX-APxwuBNztkXwBVstQwbFTyiQk/,"SanLucar is a global company that is dedicated to bringing people natural joy of life and health in a way it can be proud of. Offering a variety of more than 100 delicious fruits and vegetables from more than 35 countries, SanLucar is the brand with the broadest top-quality assortment in the German, Austrian and Dutch retail market. The portfolio also includes smoothies, fresh cut, as well as flowers and plants and now also ice cream. Currently, SanLucar is expanding into Canada, Italy, England, Scandinavia, Poland, Ecuador, the Middle East and North Africa. 

SanLucar, founded in 1993 by Stephan Rötzer, is headquartered in Valencia (Spain) with nearly 5,000 employees in Germany, Austria, Benelux, Italy, Spain, Ecuador, Dubai, South Africa, Morocco and Tunisia, both in its office branches and on its own farms. 

The secret of the company’s success lies not only in combining the traditional wisdom of its master growers with innovation and passion for healthy food, but also in building long-term relationships.

Thereby, the company has the entire value chain in mind: from the selection of varieties to support at the point of sale.

The philosophy ""Taste in harmony with people and nature"" is the foundation for all actions SanLucar undertakes.

With its corporate responsibility program, DREAMS, SanLucar focuses on its employees and local needs of the communities surrounding its sites.  The focus is on promoting education, nutrition, sports, and environmental protection through plastic reduction and resource-conserving cultivation.

As an active member of the Spanish Global Compact network since 2018, SanLucar is strongly committed to achieving United Nations Sustainable Development Goals (SDGs).",Fabien L.,Food & Beverages,,779,,,,,,,,,,2025-10-18,,
Au Cloître,none.aucloître,https://www.linkedin.com/in/ACwAACLMY80B6VnNwoRFU0hKDfiF9uJ-mMGvtg4/,"Au Cloître is a curated gallery of antique and vintage design, offering eclectic, theme-based selections shaped by atmosphere, material, and form. Rooted in Paris, the project brings together objects and inspirations to create imagined worlds — and offers bespoke services in set design, styling, and floral composition.",Francisco de Morais,Retail Art Dealers,,0,,,,,,,,,,2025-10-22,,
Orygin Health,,https://www.linkedin.com/in/ACwAAAQYxEgBLBY8lcfMWoYQ3zZtfbLaF0TwI3w/,,Thomas Pintat,Medical Practices,,,,,,,,,,,,2025-10-22,,
Fondation d'entreprise Hermès,https://www.fondationdentreprisehermes.org/fr,https://www.linkedin.com/in/ACwAADw9WaEBHooJx0_OEGWsanlkYVG0TAYDYJs/,"“Our gestures define us.” A commitment to this unifying statement drives everything we do at the Fondation d’entreprise Hermès. Put another way, individual actions nurture growth and well-being for us all. The Foundation puts in place the necessary conditions for the creation of new work across the arts, the transmission of skills and know-how, the protection of our environment, and the encouragement of social solidarity, through nine programmes designed to accompany its beneficiaries as they build tomorrow’s world. Together, these actions reflect our fundamental aims: to cultivate shared intelligence, harness progress for the greater good, and enshrine humanitarian values at the heart of today’s society. Established in 2008, the Fondation d’entreprise Hermès is directed by Annick de Chaunac, and presided by Olivier Fournier.",Esther Druel Hodak,Non-profit Organization Management,,42,,,,,,,,,,2025-10-22,,
Asociación Operadores Recarga Ultrarrápida (AORU),none.asociaciónoperadoresrecargaultrarrápida(aoru),https://www.linkedin.com/in/ACwAABGD6yQB4Ph6C9_UOnKY6jW0rksoembux7Y/,"AORU nace con el propósito de enfrentar los desafíos regulatorios y administrativos que están dificultando el desarrollo de infraestructuras de recarga ultrarrápida en el país. 

Por tanto, su misión es garantizar un marco legal estable y coherente que inspire confianza a inversores, empresas y usuarios, fomentando la transparencia y minimizando las barreras que actualmente limitan el crecimiento de este sector clave para la transición energética.",Pierre Taslé d'Héliand,Industry Associations,,6,,,,,,,,,,2025-10-22,,
Mindlapse,none.mindlapse,https://www.linkedin.com/in/ACwAAA_22sQBPpoPC3LepgnbBGgqrEQtZmsw8Ak/,"Mindlapse helps cybersecurity leaders cut through the noise and take smarter, faster decisions by transforming governance from static documentation into living, AI-powered insights.

🔍 Our Mission
We align cyber governance with real-world signals — not outdated checklists — so that security becomes a driver of resilience and business performance.

🤖 Our Vision
We believe the future of cyber governance is AI-native, operational by design, and deeply tied to business priorities. It's not about adding more tools — it's about making the right decisions, at the right time, with the right context.

💡 Why We Built Mindlapse
We're a team of cybersecurity experts, product builders, and engineers united by a common goal: to bring clarity, speed, and strategic impact to risk and compliance.
We use artificial intelligence with purpose, transparency, and responsibility — especially where it matters most: in protecting trust.",Julien BEUVELET,Data Security Software Products,,4,,,,,,,,,,2025-10-22,,
GP Ops,none.gpops,https://www.linkedin.com/in/ACwAABoboRABPBfsJBxJzTi1DPwxmRNfout576I/,"Né de la rencontre entre un Directeur des Opérations et un Directeur des Systèmes d’Information, notre projet vise à renverser le monde des « solutions » proposées aujourd’hui.

Fini de devoir payer pour voir ce qu’une solution d’ERP est capable de faire ! Notre expérience nous permet de voir que les meilleures solutions sont les plus simples :
– Simples à comprendre –> Simple à manager
– Simples à concevoir –> Simple à implémenter
– Simples à créer –> Simple à financer

Nous militons pour une approche pragmatique, efficace et peu couteuse basée sur les principes de base du management.

Ce qui nous différencie ? Nous sommes capables de mettre le doigt sur les causes réelles du dysfonctionnement (collaborateur toxique, DSI trop technique, Direction Générale ancienne école, …) et de faire bouger les lignes pour vous apporter de la sérénité.",Pierre-Yves Galliou,Operations Consulting,,0,,,,,,,,,,2025-10-22,,
Eaze Solutions,none.eazesolutions,https://www.linkedin.com/in/ACwAABxQw3oB4SMD-4LghEdZYqU1vbzHGBONpDI/,"EAZE Solutions est l’acronyme de « Engager et Accélérer le Zéro Émission ». La raison d’être de l’entreprise est de mettre en œuvre des solutions pragmatiques d’accompagnement industriel de la transition énergétique. EAZE Solutions est l’addition de savoir-faire référencés dans la gestion de grands projets industriels. Ses fondateurs conjuguent une diversité d’expertise forgée tout autour de la planète dans des fonctions managériales des secteurs de l’énergie, des infrastructures lourdes, de la gestion financière et des technologies innovantes décarbonées.
Pour mener avec succès un projet ambitieux de décarbonation et d’adaptation au changement climatique les fondateurs de EAZE Solutions entendent associer une gestion rigoureuse des projets issue de leur expérience du monde de l’énergie et d’infrastructures à des outils et des savoir-faire industriels qui ont fait leurs preuves dont 2 CIR est un bel exemple.
Dès octobre 2025, Eaze a repris les activités des chantiers 2CIR et va redéployer dans les meilleures conditions sous la marque 2 CIR-ES qu’il s’agisse de l’activité historique de maintenance industrielle, navale et portuaire, ou bien d’autres projets innovants initiés dans les domaines de la logistique & mobilité portuaire et fluviale, des infrastructures énergétiques ou encore de l’habitat modulaire durable pérenne adapté au changement climatique.
L’objectif est de prodiguer un pilotage maîtrisé des projets industriels, de leur conception à leur réalisation, au moyen d’un contrôle de gestion rigoureux, d’une organisation opérationnelle rationalisée et d’un programme d’investissement soutenu dans la modernisation de l’outil de production.
",Laurent Sibuet,Operations Consulting,,0,,,,,,,,,,2025-10-22,,
Gen-hy,http://gen-hy.com/,https://www.linkedin.com/in/ACwAAAAGoPIBq9UKLIFJ5aEPP5hz4Hej8wt9DjI/,"To this end, we have designed a unique high-efficiency system that covers the entire hydrogen value chain: from hydrogen production using decarbonated energy, to its end use in green mobility, energy supply or industry.

Our internally designed and developed technology optimizes renewable energy storage and provides a safe, efficient and cost-effective solution for on-site hydrogen production available to all industry, energy and mobility players.",Bernard BRASEY,Renewables & Environment,,21,,,,,,,,,,2025-10-22,,
Bonus Tech Inc,http://www.bonus-tech.com/,https://www.linkedin.com/in/ACwAABdYIrIB1I3WLlfzCiD4ZsZw65cwJlyucrs/,"“Your Needs We Care”
In a period when both cost control and sustainability are increasingly vital for the aviation industry and the wider world, engine asset optimization and used material utilization are critical. 
Today, being part of the AFI KLM E&M network and as a major player, Bonus Tech provides a key value proposition to the market through its engine teardown services. 

Bonus Tech, Inc., offers complete engine tear down for repair stations, part distributors, airlines and banks.  Our services include disassembly, parts identification, parts trace tags and full packaging options.  We focus on providing superior customer service, attention to detail, cost effective solutions and on time delivery.",Fernando BERTRAND,Aviation & Aerospace,,19,,,,,,,,,,2025-10-22,,
DATALIA,none.datalia,https://www.linkedin.com/in/ACwAACPgVBIBtrbGBNjRjgF_EAKDvXNRuqYr4PI/,"Chez DATALIA, nous créons un écosystème pour aider les entreprises à la transition numérique. 

Notre promesse: Vous faire gagner du temps, de la précision, et de la créativité, en améliorant l'utilisation de vos données via des outils sécurisés et accessibles.

Vous avez l'accès au services et produits suivant:

1) Le conseil en stratégie et transformation digitale, venant d'ex-consultants, pour vous accompagner dans le changement.

2) L'installation clé-en-main d'un outil de gestion (ERP) pour récolter, centraliser, et exploiter au mieux les données de votre entreprise. 

3) Pour que vous puissiez faire la différence, l'accès à notre plateforme d'assistants digitaux et d’automatisations vous permettra d'accentuer la vitesse d'exécution, la précision, et la créativité de certaines tâches.

Les trois propositions sont complémentaires, et peuvent être choisies de façon modulaire, vous permettant d'aligner votre entreprise avec ce qu'il y a de meilleur.",Adam Mehdi,Business Intelligence Platforms,,2,,,,,,,,,,2025-10-22,,
Solv,https://www.solv.world/,https://www.linkedin.com/in/ACwAAEFPEDUBVRvX8HfGO2eWiVH7mBcvtHD6ueI/,"Real estate  or infrastructure investments can be complex and face many technical and societal challenges from initiation to realisation. Solv® responds to the demand for efficiency and robust risk management, safeguarding financial return.  

Solv adds technology and AI to expertise and human intelligence to serve as a stepwise, scenario-delivering methodology that integrates all project’s components, form stakeholder management to project definition, cost and ESG goals. 
The software solution of Solv® is a predictive and analytic solution that will deliver full project control.",Julien Cardi,Business Intelligence Platforms,,12,,,,,,,,,,2025-10-22,,
Editions Point Nemo,,https://www.linkedin.com/in/ACwAAAdWTuEBS40fJlBans0vc8NvaI5xg3QhfK4/,,François Bachelot,Book Publishing,,,,,,,,,,,,2025-10-22,,
Studio Nerea,none.studionerea,https://www.linkedin.com/in/ACwAAC7LwNoBlQoEsUc964W4ZGLcrpkmMJbP4uM/,,Eugénie Dielenschneider,Book Publishing,,0,,,,,,,,,,2025-10-22,,
Isentroniq,none.isentroniq,https://www.linkedin.com/in/ACwAAAyrARoBDBZHK3xDgpjjub1JSx9tiN-j2CQ/,,Théodore AMAR,Computer Hardware Manufacturing,,3,,,,,,,,,,2025-10-22,,
Cegelec Franche-Comté (Équipements Dynamiques Routiers),none.cegelecfranche-comté(équipementsdynamiquesroutiers),https://www.linkedin.com/in/ACwAABPKmnIBwuNKuQaOYasJQdsQXG95uuCgLLg/,"Cegelec Équipements Dynamiques Routiers est une entreprise de la société Cegelec Franche-Comté, filiale de VINCI Energies.

Cegelec EDR est spécialisée dans les équipements dynamiques routiers avec deux activités qui contribuent à rendre la route plus sûre et plus éco-responsable :

- Maintenance & Travaux
Nous réalisons des travaux, des installations, des mises en services et de la maintenance sur site d’équipements de bord de route (contrôle automatisé, PMV, RAU, comptage, vidéo surveillance routière, sonomètres de trafic, météo routière et covoiturage), grâce à nos antennes régionales réparties sur l’ensemble du territoire français métropolitain et notre équipe de 45 personnes.

- Produits & Services
Nous intégrons des produits d’entreprises partenaires, pour en faire des équipements de bord de route. Nous réalisons toutes les prestations, de la gestion de projet à la maintenance constructeur en passant par la fabrication, dans notre unité de production de Montbéliard.",Sébastien Royer,Electrical Equipment Manufacturing,,19,,,,,,,,,,2025-10-22,,
ESPACES tourisme & loisirs,,https://www.linkedin.com/in/ACwAAACCFD4BivAYmtsgAz9dzc3YNxVlPmkFzXk/,,Nordine CHERIF SKALLI,Writing and Editing,,,,,,,,,,,,2025-10-22,,
Maison Meida,none.maisonmeida,https://www.linkedin.com/in/ACwAACBcEeIBobKxBWhRsVbEOVsWE3HSPFe3pj8/,"Maison Meida est une initiative familiale Franco- Togolaise, portée par le désir de revenir à l’essentiel.
À travers trois piliers : la cosmétique naturelle, l'agroécologie, et l'habitat durable. Nous créons des espaces et des produits inspirés par la nature, la simplicité et la transmission.",Jessica D'Almeida,Agricultural Chemical Manufacturing,,2,,,,,,,,,,2025-10-22,,
